iter	M_lnV_dist(1)	M_lnk_e(1)	M_lnk_a(1)	V_lnV_dist(1)	V_lnk_e(1)	V_lnk_a(1)	Ve_lnC_rest(1)	lnV_dist(1.1)	lnk_e(1.1)	lnk_a(1.1)	lnV_dist(1.1.1)	lnk_e(1.1.1)	lnk_a(1.1.1)	lnV_dist(1.2)	lnk_e(1.2)	lnk_a(1.2)	lnV_dist(1.2.1)	lnk_e(1.2.1)	lnk_a(1.2.1)	LnPrior	LnData	LnPosterior
7880	-0.349348	-1.53417	-3.36429	0.17133	0.141973	0.530699	0.491544	-0.696418	-1.47609	-3.8222	-0.780696	-1.24775	-3.74103	-0.716805	-1.88668	-3.91113	-0.453661	-1.71768	-4.28	-5.461784e+00	-3.631834e+01	-4.178013e+01
7890	-0.805988	-0.396971	-4.54315	0.103519	0.270273	0.262149	0.46097	-0.457976	-1.98636	-4.4178	-0.573987	-1.87972	-3.76289	-0.877704	-0.232265	-5.13821	-1.28618	-0.0464486	-5.62441	-8.763319e+00	-3.733705e+01	-4.610037e+01
7900	-0.328385	-0.252215	-4.78977	0.117047	0.415244	0.144657	0.464997	-0.090765	-0.373387	-4.56779	-0.746079	-0.348003	-4.336	-0.357216	-0.774046	-4.82225	-0.655843	-0.753799	-4.42514	-2.555338e+00	-3.719279e+01	-3.974813e+01
7910	-1.20485	-0.893781	-4.66649	0.117047	0.110198	0.20764	0.436253	-1.14864	-0.187754	-4.02645	-1.74689	-0.314343	-4.47931	-1.46808	-0.859967	-4.36118	-1.74672	-0.777638	-4.78688	-4.202466e+00	-3.829884e+01	-4.250131e+01
7920	-1.24017	-0.731806	-2.75606	0.313566	0.119422	0.227616	0.453699	-1.21014	-0.798443	-2.7196	-1.33216	-0.532087	-3.25374	-1.75603	-0.51538	-3.72879	-1.49928	-0.037473	-4.15917	-6.478370e+00	-3.760602e+01	-4.408439e+01
7930	-1.63162	-1.00204	-2.7953	0.172071	0.142968	0.13049	0.48528	-1.71845	-0.877487	-2.87595	-1.61324	-0.494577	-2.87603	-1.39994	-0.812237	-3.14624	-1.59208	-0.699635	-2.64941	-3.234790e-01	-3.651334e+01	-3.683682e+01
7940	-1.70542	-1.30782	-3.18888	0.0676994	0.14283	0.0676812	0.43657	-1.97705	-1.17066	-2.69855	-2.04976	-1.10668	-2.54281	-1.32758	-1.69604	-2.81701	-1.79191	-2.31195	-2.8343	-2.586831e+00	-3.828563e+01	-4.087246e+01
7950	-1.94	-1.48802	-2.85551	0.0676994	0.244206	0.156494	0.46263	-1.66229	-1.32125	-2.70349	-1.51037	-2.17119	-2.85554	-2.00188	-0.825644	-3.09729	-1.94941	-1.03395	-3.55903	-1.900071e+00	-3.727718e+01	-3.917726e+01
7960	-1.53471	-0.807944	-3.10668	0.156771	0.0925303	0.299964	0.485346	-2.04391	-1.21165	-2.71445	-1.72748	-1.78091	-0.979137	-1.92922	-1.37559	-2.87566	-2.09655	-1.05145	-3.34423	-1.125787e+01	-3.651125e+01	-4.776912e+01
7970	-1.5633	-1.39357	-3.33505	0.0810841	0.45363	2.19888	0.369809	-1.87589	-1.08292	-1.2151	-1.87973	-1.39881	-1.60828	-1.28794	-0.198965	-2.23292	-1.78599	-0.24545	-3.51262	-1.814299e+01	-4.171600e+01	-5.985899e+01
7980	-1.28105	-0.0788851	-3.35234	0.0957803	0.43822	0.999299	0.478979	-1.29504	-0.815796	-3.95143	-1.12531	-1.00137	-1.90104	-1.41328	-0.340306	-5.22528	-1.31585	-0.571416	-3.3027	-1.472617e+01	-3.671632e+01	-5.144249e+01
7990	-0.903915	-0.597515	-3.22684	0.255251	0.0854187	0.215962	0.495843	-1.5321	-0.266421	-3.78621	-0.65602	-0.166489	-3.88568	-1.1119	-0.602512	-3.8441	-1.22959	-0.690236	-4.24761	-4.895595e+00	-3.618831e+01	-4.108390e+01
8000	-1.64879	-0.147156	-4.39305	0.3913	0.144019	0.310818	0.495843	-1.8919	-0.0259817	-3.67345	-1.04061	-0.088288	-2.94294	-1.13926	-0.104815	-4.21562	-1.58443	-0.531919	-3.88513	-5.969004e+00	-3.618831e+01	-4.215731e+01
8010	-1.54916	-0.151638	-4.8363	0.380826	0.0740006	0.177177	0.392042	-1.49525	-0.153226	-4.52884	-1.35085	-0.12353	-4.14594	-0.522519	-0.300712	-4.87471	-1.19286	-0.435959	-4.54383	-2.092200e+00	-4.041220e+01	-4.250440e+01
8020	-0.258745	-0.227397	-4.67355	0.0900785	0.132278	0.177177	0.427519	-0.835283	-0.228851	-4.80316	-0.595514	-0.11131	-5.91104	-0.726694	-0.326647	-4.44384	-0.420558	-0.417948	-4.63212	-3.194477e+00	-3.867303e+01	-4.186751e+01
8030	-0.599906	-0.557709	-4.65228	0.149721	0.0604521	0.253182	0.471158	-0.498081	-0.644121	-5.00259	-0.711356	-0.692365	-5.71972	-1.13633	-0.532699	-4.32088	-1.38915	-0.658934	-4.63944	-1.477850e+00	-3.697827e+01	-3.845612e+01
8040	-1.01593	-0.0481773	-5.48475	0.149721	0.0597858	0.124121	0.440404	-0.625406	-0.321862	-5.67857	-0.474628	-0.547111	-5.67082	-1.26503	-0.265546	-5.73431	-1.51315	-0.233172	-5.7645	3.082935e+00	-3.812763e+01	-3.504469e+01
8050	-1.27674	-0.415645	-5.4736	0.457424	0.104639	0.128327	0.473999	-1.2363	-0.44531	-5.47805	-0.408418	-0.205061	-5.07638	-1.629	-1.21181	-5.6181	-1.31538	-1.0166	-5.84312	-5.408435e+00	-3.688181e+01	-4.229024e+01
8060	-1.79746	-0.715276	-5.19463	0.126348	0.103305	0.128327	0.487719	-1.71088	-1.03657	-5.02582	-1.84092	-0.566552	-5.39695	-1.67631	-0.845995	-5.12843	-1.99692	-0.921199	-4.88255	1.116232e+00	-3.643664e+01	-3.532040e+01
8070	-1.96129	-1.07018	-4.64839	0.104443	0.0866264	0.128327	0.488167	-1.70062	-0.988679	-5.26154	-1.52202	-0.561312	-4.92467	-1.75532	-0.751728	-4.82657	-1.93426	-0.471012	-4.75989	3.784184e-01	-3.642263e+01	-3.604421e+01
8080	-1.63974	-0.839531	-5.40563	0.175059	0.0860646	0.176887	0.478631	-0.864038	-0.600952	-5.8596	-1.237	-0.854132	-5.62202	-1.4182	-0.584317	-5.16849	-1.97329	-0.599158	-5.3551	-2.312476e+00	-3.672772e+01	-3.904020e+01
8090	-1.65228	-2.09756	-5.33043	0.0899499	0.756724	0.167548	0.490837	-1.35672	-2.12082	-4.64043	-1.26254	-1.7377	-4.22191	-1.69311	-0.557651	-5.66188	-1.4363	-0.00761758	-5.93416	-8.768316e+00	-3.634002e+01	-4.510834e+01
8100	-1.52357	-1.23581	-4.57043	0.0899499	0.155936	0.167548	0.496243	-1.22936	-1.87182	-4.22064	-1.09305	-1.80682	-4.31077	-1.31478	-1.17279	-4.58317	-1.66176	-1.0339	-4.62594	-9.074986e-01	-3.617638e+01	-3.708388e+01
8110	-1.42331	-1.38933	-4.48671	0.1531	0.0546979	0.160669	0.417767	-1.57862	-1.65554	-4.81981	-1.58099	-1.48936	-4.28699	-1.78889	-1.40192	-4.89179	-2.01295	-1.16432	-4.84154	-3.847704e-01	-3.911439e+01	-3.949916e+01
8120	-1.63823	-0.987991	-5.32977	0.148966	0.366527	0.15475	0.470748	-1.35288	-1.05099	-5.89205	-1.26698	-1.02118	-5.69065	-1.36095	-0.955505	-5.41695	-1.21621	-1.08468	-5.46589	-2.672654e+00	-3.699230e+01	-3.966496e+01
8130	-1.50565	-0.0313859	-5.68395	0.173133	0.338596	0.211812	0.473379	-0.942754	-0.238332	-5.26809	-1.40744	-0.408297	-5.65074	-2.04061	-1.12438	-5.8661	-1.64763	-0.778703	-5.51929	-5.618854e+00	-3.690272e+01	-4.252157e+01
8140	-1.22439	-0.037597	-5.28385	0.275742	0.19006	0.246094	0.459438	-1.26844	-0.185066	-5.15335	-1.39651	-0.408297	-5.22726	-1.35711	-0.329002	-4.41856	-0.833505	-0.327752	-4.32503	-3.416717e+00	-3.739281e+01	-4.080953e+01
8150	-2.0704	-0.269633	-5.00362	0.262876	0.0960527	0.204068	0.488714	-2.09112	-0.497266	-5.30895	-1.34366	-0.363868	-5.68489	-1.76707	-0.653936	-4.78449	-0.835718	-0.751223	-4.59129	-2.464870e+00	-3.640563e+01	-3.887050e+01
8160	-2.10419	-0.775617	-4.14189	0.549989	0.113452	0.181077	0.481708	-1.56104	-1.20761	-4.44614	-0.922957	-1.04013	-4.49356	-1.74999	-1.28754	-4.19586	-1.04333	-1.19778	-3.67967	-5.866308e+00	-3.662754e+01	-4.249385e+01
8170	-0.0990597	-1.42711	-4.69759	0.783307	0.110014	0.324618	0.484994	-1.33219	-1.20988	-5.25975	-1.7643	-1.10401	-5.56396	-1.61381	-1.16538	-4.83175	-1.41302	-1.16358	-4.09736	-9.909614e+00	-3.652240e+01	-4.643201e+01
8180	-0.903625	-1.93022	-5.23329	0.348083	0.275369	0.0781661	0.488934	-0.788127	-1.52922	-5.35849	-0.588419	-2.42163	-5.43153	-1.60476	-1.04247	-5.16112	-1.90425	-1.12948	-5.05041	-6.167062e+00	-3.639878e+01	-4.256585e+01
8190	-1.57936	-1.68531	-5.88476	0.812669	0.391297	0.164504	0.488658	-1.12471	-1.51108	-5.48823	-0.628564	-1.09863	-5.67503	-1.32833	-1.56094	-5.70866	-1.99108	-1.81832	-4.83961	-1.082656e+01	-3.640738e+01	-4.723394e+01
8200	-1.64527	-1.50634	-5.78131	0.378673	0.140793	0.164504	0.468676	-1.40679	-1.5045	-5.96507	-1.05594	-1.78137	-5.46653	-1.4782	-1.788	-5.69289	-0.484486	-1.41154	-5.04962	-4.488577e+00	-3.706380e+01	-4.155238e+01
8210	-1.31877	-1.80125	-5.80211	0.176373	0.112765	0.172358	0.475061	-1.35203	-1.87817	-5.48916	-1.57203	-1.81746	-5.19465	-1.49964	-1.9879	-5.16852	-0.952299	-2.4179	-5.40213	-1.522985e+00	-3.684612e+01	-3.836910e+01
8220	-1.25553	-2.55923	-5.15608	0.0327307	0.226816	0.107905	0.459408	-1.38193	-2.24454	-5.5959	-1.42991	-1.44554	-5.35129	-1.39232	-2.32634	-5.26819	-1.20644	-2.97078	-5.69994	-4.152465e+00	-3.739390e+01	-4.154636e+01
8230	-1.45867	-1.6127	-5.70818	0.249421	0.0879164	0.128683	0.478874	-1.1993	-2.3363	-5.60622	-1.602	-2.51131	-5.41	-1.01614	-1.77071	-5.7181	-0.293465	-1.90275	-5.88156	-2.936959e+00	-3.671977e+01	-3.965673e+01
8240	-1.28344	-2.25379	-5.55296	0.111549	0.073694	0.279916	0.497591	-1.32056	-2.41094	-5.3665	-1.78516	-2.41373	-5.24099	-1.55358	-1.91292	-5.03793	-1.69534	-1.90275	-4.99387	-6.401943e-01	-3.613632e+01	-3.677651e+01
8250	-1.35305	-2.14164	-5.24301	0.133905	0.0528911	0.721494	0.497591	-1.79479	-2.47801	-4.16477	-1.52757	-2.65075	-2.90278	-1.52153	-1.89802	-5.63986	-1.97199	-2.12549	-5.92067	-8.290333e+00	-3.613632e+01	-4.442665e+01
8260	-1.96935	-2.21635	-4.55677	0.259844	0.193731	1.88341	0.498789	-1.5858	-1.95966	-3.31357	-1.65754	-2.00543	-4.35124	-1.63493	-2.20618	-4.73972	-1.53439	-1.82265	-5.41437	-1.275348e+01	-3.610093e+01	-4.885441e+01
8270	-1.7966	-2.86834	-4.42567	0.281174	0.109401	0.103855	0.442189	-1.44254	-2.99102	-4.98972	-1.87758	-2.83061	-5.10917	-0.917902	-3.0917	-4.26797	-1.4884	-2.53149	-4.48565	-4.290304e+00	-3.805524e+01	-4.234555e+01
8280	-1.97132	-2.61951	-4.38136	0.193633	0.284395	0.537541	0.436447	-1.19314	-2.64295	-3.10357	-1.7331	-3.34441	-2.62761	-1.7168	-2.56501	-4.76732	-1.13893	-3.16912	-4.21154	-1.258058e+01	-3.829077e+01	-5.087136e+01
8290	-1.0357	-2.88743	-4.21948	0.288281	0.0615257	0.176541	0.493767	-0.722688	-2.7035	-3.71924	-0.113752	-2.78642	-4.06184	-1.52347	-2.88965	-4.22088	-1.95495	-2.68987	-4.40505	-2.715973e+00	-3.625075e+01	-3.896672e+01
8300	-1.187	-2.88743	-4.51937	0.229712	0.0967432	0.173988	0.475311	-0.771747	-2.65293	-4.8018	-0.87732	-2.60516	-3.86003	-1.32286	-2.8977	-5.0073	-2.02965	-2.61245	-4.49258	-5.547127e+00	-3.683777e+01	-4.238490e+01
8310	-0.729773	-2.11521	-5.73026	0.407853	0.485493	0.543377	0.477533	-1.045	-2.35351	-5.0633	-0.24815	-2.50429	-4.6484	-1.92852	-2.21381	-5.65121	-1.67014	-1.37565	-5.38323	-1.419946e+01	-3.676389e+01	-5.096335e+01
8320	-0.865881	-1.70419	-5.76478	0.452399	0.394027	0.100318	0.490063	-1.28188	-1.87555	-5.77098	-0.698607	-1.51024	-5.53144	-1.37069	-2.71204	-5.89643	-1.02784	-2.07583	-5.30879	-8.736027e+00	-3.636386e+01	-4.509989e+01
8330	-0.983264	-2.26034	-5.22449	0.413133	0.724067	0.100318	0.484208	-1.53072	-2.63202	-5.33696	-1.90676	-0.377409	-5.52716	-1.60515	-2.39934	-5.27445	-1.38205	-3.00902	-5.36811	-1.245055e+01	-3.654736e+01	-4.899791e+01
8340	-1.59256	-2.88221	-4.93656	0.371171	0.0575187	0.186891	0.435804	-1.68114	-2.59809	-4.48327	-1.26642	-3.02741	-4.93058	-1.0133	-2.70996	-4.76845	-1.21708	-3.02345	-4.87647	-5.443323e+00	-3.831763e+01	-4.376095e+01
8350	-1.56564	-2.48166	-4.84309	0.280422	0.0902214	0.247602	0.468647	-1.89994	-2.9331	-4.44585	-2.01482	-2.75507	-4.11345	-1.41985	-2.68096	-5.54102	-1.23819	-3.23071	-5.78501	-5.359523e+00	-3.706483e+01	-4.242435e+01
8360	-1.74353	-3.36343	-5.16464	0.174262	0.0418753	0.336647	0.448444	-2.0822	-3.20971	-5.23772	-2.07653	-3.03276	-5.63178	-1.97572	-3.77362	-4.47425	-2.05617	-3.46528	-4.68983	-4.194141e+00	-3.780745e+01	-4.200159e+01
8370	-1.41572	-3.44462	-5.89517	0.0853508	0.0517707	0.220108	0.363015	-1.54058	-3.37479	-5.84966	-1.41002	-3.30005	-5.61818	-1.53916	-3.21807	-5.46079	-1.61517	-3.4065	-5.33581	3.366500e+00	-4.215352e+01	-3.878702e+01
8380	-1.86826	-3.27849	-4.53882	0.149527	0.0517707	0.073437	0.474813	-1.81775	-3.26375	-4.29494	-2.01157	-3.25935	-4.30335	-0.943964	-3.52019	-4.03195	-0.696174	-3.65126	-3.9634	-4.639765e-01	-3.685446e+01	-3.731843e+01
8390	-1.52075	-3.6639	-4.24959	0.149527	0.248153	0.073437	0.489545	-1.50459	-3.52662	-4.33807	-1.87923	-2.8592	-4.45866	-1.23145	-3.44653	-4.44131	-1.64472	-3.02958	-4.787	-2.429400e+00	-3.637985e+01	-3.880925e+01
8400	-2.00813	-3.5063	-4.31647	0.146188	0.0895398	0.125557	0.491487	-1.87642	-3.76358	-4.34117	-1.79019	-3.81623	-4.04913	-1.37317	-3.57198	-4.58876	-1.264	-3.58786	-4.79254	2.050381e+00	-3.632009e+01	-3.426971e+01
8410	-1.46494	-3.15312	-5.34324	0.146188	0.187126	0.151513	0.480985	-1.26103	-3.46161	-5.50065	-1.48823	-3.17757	-5.44316	-1.55737	-3.00612	-4.64053	-1.81566	-3.46173	-5.27184	-3.477861e+00	-3.665095e+01	-4.012881e+01
8420	-2.06929	-2.69074	-5.18857	0.0858334	0.306777	0.0951792	0.497293	-2.09097	-3.33944	-5.15621	-1.71115	-3.44332	-4.71617	-2.09714	-2.56592	-5.23395	-1.84638	-2.71313	-4.9926	5.428139e-01	-3.614515e+01	-3.560233e+01
8430	-2.06731	-2.69074	-5.25722	0.131314	0.0954226	0.0951792	0.497293	-1.562	-2.70411	-5.30737	-1.63492	-2.3615	-4.78934	-1.49431	-2.20787	-5.02984	-1.26396	-2.00993	-4.80407	-8.300897e-01	-3.614515e+01	-3.697524e+01
8440	-2.03408	-2.81462	-5.47287	0.196319	0.228699	0.394893	0.498357	-1.69096	-2.73942	-5.50891	-1.59103	-2.68114	-5.45447	-1.55141	-1.71761	-5.11186	-1.2754	-1.51523	-5.94376	-7.407460e+00	-3.611366e+01	-4.352112e+01
8450	-1.02131	-2.6612	-5.95127	0.870342	0.445235	0.112184	0.484865	-1.76755	-2.99191	-5.97842	-1.008	-3.28545	-5.85104	-1.00497	-2.85656	-5.64537	-1.24885	-3.48163	-5.88847	-8.183427e+00	-3.652649e+01	-4.470992e+01
8460	-1.47395	-2.17304	-5.51333	0.142509	0.327725	0.133518	0.446732	-1.79966	-2.50916	-5.38632	-1.74048	-2.42527	-4.76225	-1.20044	-3.07063	-5.76933	-1.58457	-3.30564	-5.8981	-4.461622e+00	-3.787436e+01	-4.233599e+01
8470	-1.84538	-3.75439	-5.75802	0.10867	0.194799	0.104481	0.4351	-1.81519	-4.70462	-5.84433	-1.45624	-4.58157	-5.87845	-1.56955	-3.93591	-5.73652	-1.64967	-3.56263	-5.61052	5.933439e-01	-3.834714e+01	-3.775380e+01
8480	-2.03434	-5.72782	-5.54931	0.13366	0.1165	0.101431	0.426858	-2.01898	-5.67822	-5.65874	-1.66763	-5.06805	-5.41929	-1.83141	-5.67582	-5.31421	-1.97539	-5.23119	-4.96983	2.459130e+00	-3.870214e+01	-3.624301e+01
8490	-1.95056	-5.9352	-5.66155	0.0548878	0.267129	0.238846	0.424619	-1.47169	-5.73764	-5.80897	-1.39471	-5.80726	-5.72259	-1.85856	-5.79458	-4.9012	-2.052	-5.59379	-4.46853	-1.167915e+00	-3.880164e+01	-3.996956e+01
8500	-1.14941	-5.06107	-5.85608	0.0548878	0.115899	0.227132	0.44154	-0.916456	-4.521	-5.99602	-0.875736	-4.1273	-5.28739	-1.69794	-5.84117	-5.82262	-1.4082	-5.97362	-5.14687	-5.725466e+00	-3.808146e+01	-4.380693e+01
8510	-1.4092	-5.24108	-5.64244	0.065457	0.234929	0.167332	0.48128	-1.42925	-5.85231	-5.79761	-1.63345	-5.69402	-5.64385	-1.45106	-5.93019	-5.76427	-1.46309	-5.94105	-5.82062	1.168728e+00	-3.664137e+01	-3.547264e+01
8520	-1.30245	-5.73476	-5.89305	0.0797729	0.141781	0.17383	0.490613	-1.3581	-5.79556	-5.97853	-1.37866	-5.72057	-5.98221	-0.991074	-5.64634	-5.79859	-0.593146	-4.91857	-5.42989	1.838087e+00	-3.634693e+01	-3.450884e+01
8530	-1.16121	-5.51325	-5.9215	0.24733	0.0785442	0.461055	0.395755	-1.41285	-5.72909	-5.97744	-0.773555	-5.94031	-5.42024	-0.745691	-5.73669	-4.94443	-0.921476	-5.82758	-4.86289	-4.092242e+00	-4.021189e+01	-4.430414e+01
8540	-1.90524	-5.74271	-5.69708	0.441276	0.366912	0.252436	0.47681	-1.30111	-5.6788	-5.62374	-1.31625	-5.25052	-5.32404	-1.06524	-5.2617	-5.78534	-1.75303	-5.49231	-5.23436	-7.450052e+00	-3.678784e+01	-4.423789e+01
8550	-1.54953	-4.19797	-5.87061	0.0559225	1.25314	0.176168	0.490146	-1.22756	-3.96767	-5.56142	-1.37234	-4.67562	-5.43213	-1.00176	-3.83226	-5.82777	-0.881177	-4.11073	-5.18908	-1.064981e+01	-3.636131e+01	-4.701112e+01
8560	-1.11357	-4.96241	-5.65659	0.0559225	0.548489	0.102665	0.460929	-0.813986	-5.30821	-5.24682	-0.91875	-4.45417	-5.55949	-0.980106	-5.28037	-5.59335	-1.19189	-4.83413	-5.25739	-4.418076e+00	-3.733856e+01	-4.175664e+01
8570	-1.25813	-4.26033	-5.18689	0.0559225	0.139976	0.0440058	0.484077	-1.4404	-4.41646	-5.14829	-1.63841	-4.58519	-5.47409	-1.21858	-4.53333	-5.45468	-1.07227	-5.19191	-5.6978	-7.234352e-01	-3.655155e+01	-3.727498e+01
8580	-0.754054	-5.14206	-5.25162	0.118094	0.198182	0.203448	0.482242	-0.618316	-4.55571	-5.70858	-1.45119	-4.92332	-5.7543	-0.691883	-5.11617	-5.66016	-1.20836	-5.87599	-5.4099	-6.807045e+00	-3.661031e+01	-4.341736e+01
8590	-0.507108	-5.31705	-5.52913	0.112451	0.142459	0.222356	0.49926	-0.141447	-4.74072	-5.46919	-0.516714	-4.55246	-5.52591	-0.284427	-5.12342	-5.89813	-0.676515	-4.72322	-5.74045	-1.186410e+00	-3.608711e+01	-3.727352e+01
8600	-0.729251	-4.91813	-5.15305	0.111522	0.158752	0.350437	0.437987	-0.714674	-5.13461	-5.05716	-1.10554	-5.25939	-4.55241	-0.322781	-4.71892	-5.74639	-0.553084	-5.24083	-5.92633	-3.749250e+00	-3.822680e+01	-4.197605e+01
8610	-0.341499	-4.48011	-5.00303	0.0603689	0.160646	0.159365	0.482559	-0.831081	-4.43952	-5.11004	-0.698591	-4.11555	-4.96862	-0.347935	-4.7177	-5.38803	-0.0963716	-4.9429	-5.66264	-7.556774e-01	-3.660012e+01	-3.735580e+01
8620	-0.20522	-4.5871	-5.57757	0.128751	0.107141	0.28839	0.465434	-0.161365	-4.4283	-5.63289	-0.280726	-4.47341	-4.88832	-0.0928276	-4.06129	-5.36855	-0.177629	-4.54302	-4.99488	-3.658200e-01	-3.717734e+01	-3.754316e+01
8630	-0.516365	-4.21732	-4.77063	0.128751	0.216959	0.167221	0.431292	-0.793013	-4.4283	-4.29282	-0.446818	-4.28864	-4.29779	-0.467389	-3.97332	-4.15021	-0.612556	-3.88344	-3.83619	-2.409699e+00	-3.850903e+01	-4.091873e+01
8640	-0.224946	-3.90475	-4.26034	0.128751	0.0528772	0.167221	0.491888	-0.338554	-4.06167	-4.30629	-0.170589	-4.25551	-4.12155	-0.534937	-4.12471	-3.56312	-0.220833	-3.78779	-4.05844	-8.274306e-01	-3.630783e+01	-3.713527e+01
8650	-0.130637	-3.9099	-4.27253	0.136235	0.0803563	0.259845	0.457539	-0.200623	-4.10272	-4.49744	-0.590739	-3.71626	-3.84165	-0.245737	-3.74362	-4.22378	-0.287609	-3.5385	-3.56532	-5.649515e-01	-3.746261e+01	-3.802756e+01
8660	-0.485151	-3.74637	-4.55122	0.0945096	0.189587	0.357521	0.466614	-0.603646	-3.33019	-4.54837	-1.07386	-3.66095	-4.27861	-0.751768	-3.30714	-4.21065	-0.937633	-3.39566	-4.10166	-4.448483e+00	-3.713576e+01	-4.158424e+01
8670	-0.734039	-3.0282	-3.98727	0.0945096	0.0395713	0.169151	0.488991	-0.615614	-2.72188	-4.23125	-0.708612	-2.91291	-4.91973	-1.12072	-3.20951	-4.45843	-0.979455	-3.62412	-4.85294	-4.359458e+00	-3.639701e+01	-4.075646e+01
8680	-0.343537	-3.92421	-4.57224	0.140693	0.350604	0.0953262	0.482772	-0.797653	-3.03545	-4.28585	-1.23731	-3.19745	-3.64599	-0.404048	-3.64889	-4.4457	-0.461413	-4.46378	-3.70002	-8.780425e+00	-3.659330e+01	-4.537373e+01
8690	-0.310807	-4.01463	-3.66794	0.0920675	0.475917	0.12683	0.432267	-0.499833	-4.05269	-4.28585	-0.270298	-2.57864	-4.77821	-0.472868	-3.90823	-4.03675	-0.302266	-4.1158	-4.0909	-6.651329e+00	-3.846724e+01	-4.511857e+01
8700	-0.204759	-3.89693	-4.13682	0.171746	0.175841	0.0486014	0.432643	-0.387955	-3.49492	-3.86875	-0.820574	-3.85722	-4.16417	-0.551008	-3.74188	-3.92352	-0.342263	-3.49053	-3.81589	-8.076266e-01	-3.845120e+01	-3.925882e+01
8710	-0.261583	-2.95996	-3.77721	0.339813	0.173919	0.0471357	0.475355	-0.452998	-3.54653	-3.72877	-0.876416	-4.26204	-3.65947	-0.47965	-2.94952	-3.73226	-0.498899	-3.21184	-4.08728	-3.463457e+00	-3.683629e+01	-4.029975e+01
8720	-0.579293	-2.61537	-3.77721	0.27435	0.331642	0.242848	0.4634	-0.453316	-2.35715	-4.07064	-0.95962	-3.06197	-3.88291	-0.394736	-3.40487	-4.0496	-0.644962	-4.22027	-4.1902	-8.333689e+00	-3.724961e+01	-4.558330e+01
8730	-0.519243	-2.79114	-4.02129	0.422665	0.169731	0.23347	0.453971	-1.82146	-2.90353	-3.83839	-0.702641	-2.90196	-3.95198	-0.912114	-3.30868	-4.81833	-1.33231	-3.12651	-4.58378	-9.712702e+00	-3.759576e+01	-4.730846e+01
8740	-0.725285	-2.69029	-3.83055	0.932627	0.0921093	0.124718	0.495899	-0.126784	-3.07746	-3.86067	-1.12444	-3.39348	-3.81965	-0.430001	-2.89334	-3.56867	-0.515584	-3.14452	-4.00318	-6.274610e+00	-3.618664e+01	-4.246126e+01
8750	-0.839649	-2.82811	-3.91172	0.100018	0.30184	0.126439	0.495052	-0.313263	-2.76772	-4.18263	-0.143488	-2.17615	-4.33282	-0.947721	-2.95499	-4.19599	-1.2451	-2.55289	-4.18357	-2.844183e+00	-3.621202e+01	-3.905620e+01
8760	-0.589967	-2.81711	-3.91172	0.428013	  0.3	0.0872019	0.403353	-0.943092	-2.3339	-4.03303	-0.599509	-2.12863	-3.98665	-1.83745	-3.26913	-4.04143	-0.60829	-3.42929	-3.96248	-7.547229e+00	-3.981618e+01	-4.736341e+01
8770	-0.168043	-2.73398	-3.77071	0.626027	0.289397	0.0872019	0.404458	-0.189548	-2.94731	-4.33386	-0.45558	-2.57253	-4.0458	-1.29455	-3.23879	-4.04143	-1.57674	-3.59446	-4.19585	-8.174176e+00	-3.976016e+01	-4.793434e+01
8780	-0.189106	-2.61923	-4.83345	0.231636	0.26371	0.0872019	0.486974	-0.119343	-2.62316	-4.7326	-0.279815	-2.7104	-4.42527	-1.07805	-2.78025	-4.49609	-1.19944	-2.56333	-4.53245	-2.213738e+00	-3.645994e+01	-3.867368e+01
8790	-1.67166	-3.70638	-4.38426	0.625663	0.590052	0.111636	0.476389	-0.105544	-2.98928	-4.40912	-1.50738	-3.9957	-4.18007	-1.25846	-4.18276	-4.76919	-1.12949	-3.89154	-4.99154	-1.385536e+01	-3.680182e+01	-5.065718e+01
8800	-1.71591	-3.76541	-4.23291	0.167472	0.505768	0.0567574	0.499089	-0.968438	-3.93456	-4.51447	-1.29301	-2.19608	-5.00526	-1.20716	-3.03628	-4.36872	-1.24826	-2.11156	-4.2751	-1.190349e+01	-3.609211e+01	-4.799560e+01
8810	-1.1091	-1.85923	-4.88277	0.0912672	1.03661	0.160886	0.488524	-1.10654	-1.87976	-4.03845	-1.11523	-1.98351	-4.38655	-1.63138	-3.09871	-4.363	-1.77793	-4.14266	-4.16513	-1.207547e+01	-3.641152e+01	-4.848699e+01
8820	-1.60047	-3.93022	-5.85039	0.17485	0.699339	0.122275	0.446848	-1.7356	-4.57617	-5.04543	-1.41059	-5.92393	-4.93309	-1.24057	-4.47781	-5.5564	-1.06846	-4.40009	-5.46156	-8.982790e+00	-3.786981e+01	-4.685260e+01
8830	-1.88567	-3.4736	-5.4357	0.155326	0.0864803	0.122275	0.438469	-1.25369	-3.53905	-5.82188	-1.24084	-3.6514	-5.77488	-1.74127	-3.56549	-5.03548	-1.4913	-3.22939	-5.06237	1.197607e+00	-3.820693e+01	-3.700932e+01
8840	-1.89891	-3.4736	-5.683	0.204363	0.168425	0.219621	0.468521	-1.67598	-3.77128	-5.02647	-1.67935	-4.19401	-5.30223	-1.72043	-3.12314	-5.53943	-1.29759	-3.7831	-5.50326	-3.582535e+00	-3.706918e+01	-4.065171e+01
