"","idChemical","strName","strCAS","strMF","Source","Type","numValue","RfDConsistent","dateAssessed","strHyperlink","strDateAssessed","strReference","POD type","numPOD","strUnitsPOD","BMR Type","strCriticalEffect","Adjusted","Route to Route","Animal to Human","strDR","numUF","numUFa","numUFh","numUFs","numUFl","numUFd","numUFother","UFsConsistent","strUFother","strRelatedCompound","Species","Strain","Sex","Route","intHoursPerDay","intDaysPerWeek","strDuration","Duration type","Organ","tblOrgan_strSex","strMOA","idEffect","Effect","tblEffect_strSex","DR Type","strEffectPOD","CV Type","strDoseUnits","strResponseUnits","strDoseConvertedUnits","strDoseHEqUnits","strComment","intDoseOrder","numDose","numDoseConverted","numDoseHEq","intAnimals","intAnimalsEffected","numMeanResponse","numSDResponse"
"89",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Oral Slope Factor (1/mg/kg-day)",16,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","Tennekes, H.A., A.S. Wright, K.M. Dix and J.H. Koeman. 1981. Effects of dieldrin, diet, and bedding on enzyme function and tumor incidence in livers of male CF-1 mice. Cancer Res. 41: 3615-3620.",NA,NA,NA,"Other","liver carcinoma (oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M","Oral diet",NA,NA,"110","Weeks","liver","Both","None",1288,"neoplasia","Both","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"(oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice).  Oral slope factor for male mice was 18.",NA,NA,NA,NA,NA,NA,NA,NA
"90",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Oral Slope Factor (1/mg/kg-day)",16,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","NCI (National Cancer Institute). 1978a. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHEW Publication No. (NIH) 78-821. National Cancer Institute Carcinogenesis Technical Report Series, No. 21. NCI-CG-TR-21.
NCI (National Cancer Institute). 1978b. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHEW Publication No. (NIH) 78-822. National Cancer Institute Carcinogenesis Technical Report Series, No. 22. NCI-CG-TR-22.",NA,NA,NA,"Other","liver carcinoma (oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","B6C3F1","M/F","Oral diet",NA,NA,"80","Weeks","liver","M","None",1292,"neoplasia","M","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"(oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice).  Slope factor for male mice was 9.8",NA,NA,NA,NA,NA,NA,NA,NA
"91",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Oral Slope Factor (1/mg/kg-day)",16,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","Thorpe, E. and A.I.T. Walker. 1973. The toxicology of dieldrin (HEOD). Part II. Comparative
long-term oral toxicology studies in mice with dieldrin, DDT, phenobarbitone, beta-BHC and
gamma-BHC. Food Cosmet. Toxicol. 11: 433-441.",NA,NA,NA,"Other","liver carcinoma (oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,"110","Weeks","liver","Both","None",1290,"neoplasia","Both","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"(oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice).  Slope factors for males and females were 55 and 26, respectively.",NA,NA,NA,NA,NA,NA,NA,NA
"92",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Oral Slope Factor (1/mg/kg-day)",16,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","Walker, A.I.T., E. Thorpe and D.E. Stevenson. 1972. The toxicology of dieldrin (HEOD). I.  Long-term oral toxicity studies in mice. Food Cosmet. Toxicol. 11: 415-432.",NA,NA,NA,"Other","liver carcinoma (oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,"132-140","Weeks","liver","Both","None",1289,"neoplasia","Both","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"(oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice) Slope factors for males were 25 and 15; slope factors for females were 28 and 7.1",NA,NA,NA,NA,NA,NA,NA,NA
"93",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Oral Slope Factor (1/mg/kg-day)",16,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","Davis, K.J. 1965. Pathology report on mice fed aldrin, dieldrin, heptachlor or heptachlor epoxide for two years. Internal FDA memorandum to Dr. A.J. Lehman. July 19. (Cited in: U.S. EPA, 1986) 

Reuber, M.D. 1974. Exhibit 42. Testimony at hearings on aldrin/dieldrin. (Cited in: Epstein, 1975a)

Epstein, S.S. 1975a. The carcinogenicity of dieldrin. Part 1. Sci. Total Environ. 4: 1-52.

Epstein, S.S. 1975a. The carcinogenicity of dieldrin. Part 1. Sci. Total Environ. 4: 1-52. 

Meierhenry, E.F., B.H. Reuber, M.E. Gershwin, L.S. Hsieh and S.W. French. 1983. Deildrin-induced mallory bodies in hepatic tumors of mice of different strains. Hepatology. 3: 90-95. 

NCI (National Cancer Institute). 1978a. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHEW Publication No. (NIH) 78-821. National Cancer Institute Carcinogenesis Technical Report Series, No. 21. NCI-CG-TR-21. 

NCI (National Cancer Institute). 1978b. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHEW Publication No. (NIH) 78-822. National Cancer Institute Carcinogenesis Technical Report Series, No. 22. NCI-CG-TR-22. 

Reuber, M.D. 1974. Exhibit 42. Testimony at hearings on aldrin/dieldrin. (Cited in: Epstein, 1975a) 

Tennekes, H.A., A.S. Wright, K.M. Dix and J.H. Koeman. 1981. Effects of dieldrin, diet, and bedding on enzyme function and tumor incidence in livers of male CF-1 mice. Cancer Res. 41: 3615-3620. 

Thorpe, E. and A.I.T. Walker. 1973. The toxicology of dieldrin (HEOD). Part II. Comparative long-term oral toxicology studies in mice with dieldrin, DDT, phenobarbitone, beta-BHC and gamma-BHC. Food Cosmet. Toxicol. 11: 433-441. 

Walker, A.I.T., E. Thorpe and D.E. Stevenson. 1972. The toxicology of dieldrin (HEOD). I. Long-term oral toxicity studies in mice. Food Cosmet. Toxicol. 11: 415-432.",NA,NA,NA,"Other","liver carcinoma (oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice)","No","None","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse",NA,"M/F","Oral diet",NA,NA,NA,NA,"liver","Both","MOA Data",666,"neoplasia","Both","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"(oral slope factor is the geometric mean of 13 slope factors calculated from liver carcinoma data in mice)",NA,NA,NA,NA,NA,NA,NA,NA
"94",304,"Dieldrin","60571","C12H8Cl6O","IRIS","RfD (mg/kg/day)",5e-05,1,1990-09-01,"http://www.epa.gov/iris/subst/0225.htm","9/1/1990","Walker, A.I.T., D.E. Stevenson, J. Robinson, R. Thorpe and M. Roberts. 1969. The toxicology and pharmacodynamics of dieldrin (HEOD): Two-year oral exposures of rats and dogs. Toxicol. Appl. Pharmacol. 15: 345-373.","NOAEL",0.005,"mg/kg/day","NA","Liver lesions","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","CFE","M/F","Oral diet",NA,NA,"2","Years","liver","Both","MOA Data",663,"nonneoplastic histopathology","Both","Dichotomous","Liver lesions",NA,NA,NA,NA,NA,"Lesions were liver parenchymal cell changes including focal proliferation and focal hyperplasia.  Incidences of specific lesions were incompletely reported in the primary reference.",NA,NA,NA,NA,NA,NA,NA,NA
"95",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0046,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","Tennekes, H.A., A.S. Wright, K.M. Dix and J.H. Koeman. 1981. Effects of dieldrin, diet, and bedding on enzyme function and tumor incidence in livers of male CF-1 mice. Cancer Res. 41: 3615-3620.",NA,NA,NA,"Other","liver carcinomas (inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M","Oral diet",NA,NA,"110","Weeks","liver","Both","None",1306,"neoplasia","Both","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"96",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0046,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","Meierhenry, E.F., B.H. Reuber, M.E. Gershwin, L.S. Hsieh and S.W. French. 1983. Deildrininduced
mallory bodies in hepatic tumors of mice of different strains. Hepatology. 3: 90-95.",NA,NA,NA,"Other","liver carcinomas (inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse",NA,"M","Oral diet",NA,NA,"85","Weeks","liver","Both","None",1312,"neoplasia","Both","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"97",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0046,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","Thorpe, E. and A.I.T. Walker. 1973. The toxicology of dieldrin (HEOD). Part II. Comparative
long-term oral toxicology studies in mice with dieldrin, DDT, phenobarbitone, beta-BHC and
gamma-BHC. Food Cosmet. Toxicol. 11: 433-441.",NA,NA,NA,"Other","liver carcinomas (inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,"110","Weeks","liver","Both","None",1301,"neoplasia","Both","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"98",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0046,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","NCI (National Cancer Institute). 1978a. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHEW Publication No. (NIH) 78-821. National Cancer Institute Carcinogenesis Technical Report Series, No. 21. NCI-CG-TR-21.
NCI (National Cancer Institute). 1978b. Bioassays of aldrin and dieldrin for possible carcinogenicity. DHEW Publication No. (NIH) 78-822. National Cancer Institute Carcinogenesis Technical Report Series, No. 22. NCI-CG-TR-22.",NA,NA,NA,"Other","liver carcinomas (inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","B6C3F1","M/F","Oral diet",NA,NA,"80","Weeks","liver","M","None",1314,"neoplasia","M","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"Inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"99",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0046,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","Walker, A.I.T., E. Thorpe and D.E. Stevenson. 1972. The toxicology of dieldrin (HEOD). I.  Long-term oral toxicity studies in mice. Food Cosmet. Toxicol. 11: 415-432.",NA,NA,NA,"Other","liver carcinomas (inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse","CF-1","M/F","Oral diet",NA,NA,"132-140","Weeks","liver","Both","None",1298,"neoplasia","Both","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"100",304,"Dieldrin","60571","C12H8Cl6O","IRIS","Inhalation Unit Risk (1/μg/m3)",0.0046,NA,1993-07-01,"http://www.epa.gov/iris/subst/0225.htm","7/1/1993","Davis, K.J. 1965. Pathology report on mice fed aldrin, dieldrin, heptachlor or heptachlor epoxide for two years. Internal FDA memorandum to Dr. A.J. Lehman. July 19. (Cited in: U.S. EPA, 1986) 

Epstein, S.S. 1975a. The carcinogenicity of dieldrin. Part 1. Sci. Total Environ. 4: 1-52. 

Reuber, M.D. 1974. Exhibit 42. Testimony at hearings on aldrin/dieldrin. (Cited in: Epstein, 1975a)",NA,NA,NA,"Other","liver carcinomas (inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified)","No","Other","None","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mouse",NA,"M/F","Oral diet",NA,NA,NA,NA,"liver","Both","MOA Data",668,"neoplasia","Both","Dichotomous","liver carcinoma",NA,NA,NA,NA,NA,"inhalation unit risk was calculated from data presented in oral slope factor section; method for route-to-route extrapolation was not specified",NA,NA,NA,NA,NA,NA,NA,NA
"101",206,"Disulfoton","298044","C8H19O2PS3","ATSDR","Chronic Oral MRL (mg/kg/day)",6e-05,1,NA,"http://www.atsdr.cdc.gov/ToxProfiles/tp65.pdf","8/1995","Hayes RH. 1985. Chronic feeding/oncogenicity study of technical disulfoton (Di-Syston) with rats. Study no. 82-271-01. Mobay Chemical Corporation, Corporate Toxicology Department, Stilwell, Kansas.","LOAEL",0.06,"mg/kg/day","NA","erythrocyte and brain cholinesterase inhibition","NA","None","None","No",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Rat","Fischer 344","M/F","Oral diet",NA,NA,"2","Years","brain","Both",NA,4437,"clinical chemistry","Both","Continuous","brain cholinesterase inhibition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",206,"Disulfoton","298044","C8H19O2PS3","ATSDR","Chronic Oral MRL (mg/kg/day)",6e-05,1,NA,"http://www.atsdr.cdc.gov/ToxProfiles/tp65.pdf","8/1995","Hayes RH. 1985. Chronic feeding/oncogenicity study of technical disulfoton (Di-Syston) with rats. Study no. 82-271-01. Mobay Chemical Corporation, Corporate Toxicology Department, Stilwell, Kansas.","LOAEL",0.06,"mg/kg/day","NA","erythrocyte and brain cholinesterase inhibition","NA","None","None","No",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Rat","Fischer 344","M/F","Oral diet",NA,NA,"2","Years","systemic","F","MOA Determination",3603,"clinical chemistry","F","Continuous","erythrocyte cholinesterase inhibition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",206,"Disulfoton","298044","C8H19O2PS3","OPP","Chronic RfD (mg/kg/day)",0.00013,1,NA,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-032501_31-Jul-06.pdf","2006","Jones, R.; Hastings, T. (1997) Technical Grade Disulfoton: A Chronic Toxicity Feeding Study in the Beagle Dog: Lab Project Number: 107499: 8097: 94-276-XZ. Unpublished study prepared by Bayer Corp. 991 p.","NOAEL",0.013,"mg/kg/day","NA","plasma, red blood cell, and corneal cholinesterase inhibition; and brain cholinesterase inhibition in females only",NA,NA,NA,"No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Dog","Beagle",NA,"Oral diet",NA,NA,"1","Years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",206,"Disulfoton","298044","C8H19O2PS3","IRIS","RfD (mg/kg/day)",4e-05,1,1988-03-01,"http://www.epa.gov/iris/subst/0154.htm","3/1/1988","Mobay Chemical Company. 1985. MRID No. 00129456, 00146873, 41115401. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","LEL",0.04,"mg/kg/day","NA","ChE inhibition, optic nerve degeneration","No","None","None","No",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Rat","Fischer 344","M/F","Oral diet",NA,NA,"105","Weeks","CNS","Both","None",686,"neurotransmitter","Both","Continuous","ChE inhibition (plasma, erythrocytes, and brain)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",206,"Disulfoton","298044","C8H19O2PS3","IRIS","RfD (mg/kg/day)",4e-05,1,1988-03-01,"http://www.epa.gov/iris/subst/0154.htm","3/1/1988","Mobay Chemical Company. 1985. MRID No. 00129456, 00146873, 41115401. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","LEL",0.04,"mg/kg/day","NA","ChE inhibition, optic nerve degeneration","No","None","None","No",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Rat","Fischer 344","M/F","Oral diet",NA,NA,"105","Weeks","eyes/ocular","F","None",688,"nonneoplastic histopathology","F","Continuous","optic nerve degeneration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",206,"Disulfoton","298044","C8H19O2PS3","IRIS","RfD (mg/kg/day)",4e-05,1,1988-03-01,"http://www.epa.gov/iris/subst/0154.htm","3/1/1988","Mobay Chemical Company. 1985. MRID No. 00129456, 00146873, 41115401. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","LEL",0.04,"mg/kg/day","NA","ChE inhibition, optic nerve degeneration","No","None","None","No",1000,10,10,NA,10,NA,NA,TRUE,NA,NA,"Rat","Fischer 344","M/F","Oral diet",NA,NA,"105","Weeks","eyes/ocular","F","None",688,"nonneoplastic histopathology","F","Dichotomous","optic nerve degeneration",NA,NA,NA,NA,NA,"incidence data not reported",NA,NA,NA,NA,NA,NA,NA,NA
"107",68,"Endosulfan","115297","C9H6Cl6O3S","ATSDR","Chronic Oral MRL (mg/kg/day)",0.002,0.9,NA,"http://www.atsdr.cdc.gov/ToxProfiles/tp41.pdf","9/2000","Hoechst. 1989c. Endosulfan - substance technical (code HOE 02671 OI ZD96 0002):
Testing for toxicity by repeated oral administration (1-year feeding study) to Beagle dogs. Conducted for
Hoechst Aktiengesellschaft, Frankfurt, Germany. Project no. 87.0643.","NOAEL",0.18,"mg/kg/day","NA","increase in serum alkaline phosphatase activity","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Dog","Beagle","M/F","Oral diet",NA,NA,"1","Years","liver","Both","None",4441,"clinical chemistry","Both","Continuous","increase in serum alkaline phosphatase activity",NA,NA,NA,NA,NA,"Data reported for individual animals in primary reference; means and SDs not reported.",NA,NA,NA,NA,NA,NA,NA,NA
"108",68,"Endosulfan","115297","C9H6Cl6O3S","OPP","Chronic RfD (mg/kg/day)",0.006,0.95,NA,"http://www.epa.gov/opp00001/chem_search/cleared_reviews/csr_PC-079401_31-Jan-07_a.pdf","11/1/2002","Runkman, S. et al. (1989) Combined chronic toxicity/carcinogencity study - 104 week feeding study in rats.  Huntington Research Centre, Ltd.  Study No. HST 289/881067.  Reviews dataed January 10, and May 18, 1990.  MRID 41099502.","NOAEL",0.57,"mg/kg/day","NA","redueced body weight gain, increased incidences of marked progessive glomerulonephrosis and blood vessel aneurysms in male rats","NA","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Unspecified","M/F","Oral diet",NA,NA,"104","Weeks","kidneys","M",NA,3761,"nonneoplastic histopathology","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",68,"Endosulfan","115297","C9H6Cl6O3S","OPP","Chronic RfD (mg/kg/day)",0.006,0.95,NA,"http://www.epa.gov/opp00001/chem_search/cleared_reviews/csr_PC-079401_31-Jan-07_a.pdf","11/1/2002","Runkman, S. et al. (1989) Combined chronic toxicity/carcinogencity study - 104 week feeding study in rats.  Huntington Research Centre, Ltd.  Study No. HST 289/881067.  Reviews dataed January 10, and May 18, 1990.  MRID 41099502.","NOAEL",0.57,"mg/kg/day","NA","redueced body weight gain, increased incidences of marked progessive glomerulonephrosis and blood vessel aneurysms in male rats","NA","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Unspecified","M/F","Oral diet",NA,NA,"104","Weeks","vascular system","M",NA,3762,"other","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",68,"Endosulfan","115297","C9H6Cl6O3S","OPP","Chronic RfD (mg/kg/day)",0.006,0.95,NA,"http://www.epa.gov/opp00001/chem_search/cleared_reviews/csr_PC-079401_31-Jan-07_a.pdf","11/1/2002","Runkman, S. et al. (1989) Combined chronic toxicity/carcinogencity study - 104 week feeding study in rats.  Huntington Research Centre, Ltd.  Study No. HST 289/881067.  Reviews dataed January 10, and May 18, 1990.  MRID 41099502.","NOAEL",0.57,"mg/kg/day","NA","redueced body weight gain, increased incidences of marked progessive glomerulonephrosis and blood vessel aneurysms in male rats","NA","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Unspecified","M/F","Oral diet",NA,NA,"104","Weeks","systemic","M",NA,3760,"body weight","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",68,"Endosulfan","115297","C9H6Cl6O3S","IRIS","RfD (mg/kg/day)",0.006,1,1994-10-01,"http://www.epa.gov/iris/subst/0235.htm","10/1/1994","Hoechst Celanese Corporation. 1989a. MRID No. 40256502, 41099502. HED Doc. No. 007937. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOAEL",0.6,"mg/kg/day","NA","Reduced body weight gain in males and females; increased 
incidence of marked progressive glomerulonephrosis
 and blood vessel aneurysms in males","No","None","None","Yes",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Sprague-Dawley","M/F","Oral diet",NA,NA,"2","Years","kidneys","M","None",488,"nonneoplastic histopathology","M","Dichotomous","increased incidence of marked progressive glomerulonephrosis",NA,"ppm","incidence","mg/kg/day",NA,"combined across the main and satellite groups",NA,0,0,NA,41,10,NA,NA
"112",68,"Endosulfan","115297","C9H6Cl6O3S","IRIS","RfD (mg/kg/day)",0.006,1,1994-10-01,"http://www.epa.gov/iris/subst/0235.htm","10/1/1994","Hoechst Celanese Corporation. 1989a. MRID No. 40256502, 41099502. HED Doc. No. 007937. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOAEL",0.6,"mg/kg/day","NA","Reduced body weight gain in males and females; increased 
incidence of marked progressive glomerulonephrosis
 and blood vessel aneurysms in males","No","None","None","Yes",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Sprague-Dawley","M/F","Oral diet",NA,NA,"2","Years","vascular system","M","None",490,"other","M","Dichotomous","blood vessel aneurysms",NA,"ppm",NA,"mg/kg/day",NA,"only incidences in control and high-dose males were reported in IRIS summary; incidences combined across main and satellite groups",NA,0,0,NA,70,10,NA,NA
"113",68,"Endosulfan","115297","C9H6Cl6O3S","IRIS","RfD (mg/kg/day)",0.006,1,1994-10-01,"http://www.epa.gov/iris/subst/0235.htm","10/1/1994","Hoechst Celanese Corporation. 1989a. MRID No. 40256502, 41099502. HED Doc. No. 007937. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOAEL",0.6,"mg/kg/day","NA","Reduced body weight gain in males and females; increased 
incidence of marked progressive glomerulonephrosis
 and blood vessel aneurysms in males","No","None","None","Yes",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Sprague-Dawley","M/F","Oral diet",NA,NA,"2","Years","kidneys","M","None",488,"nonneoplastic histopathology","M","Continuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",68,"Endosulfan","115297","C9H6Cl6O3S","IRIS","RfD (mg/kg/day)",0.006,1,1994-10-01,"http://www.epa.gov/iris/subst/0235.htm","10/1/1994","Hoechst Celanese Corporation. 1989a. MRID No. 40256502, 41099502. HED Doc. No. 007937. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOAEL",0.6,"mg/kg/day","NA","Reduced body weight gain in males and females; increased 
incidence of marked progressive glomerulonephrosis
 and blood vessel aneurysms in males","No","None","None","Yes",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Sprague-Dawley","M/F","Oral diet",NA,NA,"2","Years","vascular system","M","None",490,"other","M","Continuous","blood vessel aneurysms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",68,"Endosulfan","115297","C9H6Cl6O3S","IRIS","RfD (mg/kg/day)",0.006,1,1994-10-01,"http://www.epa.gov/iris/subst/0235.htm","10/1/1994","Hoechst Celanese Corporation. 1989a. MRID No. 40256502, 41099502. HED Doc. No. 007937. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOAEL",0.6,"mg/kg/day","NA","Reduced body weight gain in males and females; increased 
incidence of marked progressive glomerulonephrosis
 and blood vessel aneurysms in males","No","None","None","Yes",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Rat","Sprague-Dawley","M/F","Oral diet",NA,NA,"2","Years","systemic","Both","None",491,"body weight","Both","Continuous","Reduced body weight gain",NA,NA,NA,NA,NA,"Overall weight gains (weeks 0-104) were 17% lower than the controls in both males and females receiving 75 ppm and 9% lower in rats receiving 15 ppm. The gains were significantly lower (p<0.01) in both sexes at the 75 ppm dose. No weight gain effects were seen in males and females receiving 3 or 7.5 ppm when compared with controls.  (Numerical data not reported for this endpoint)",NA,NA,NA,NA,NA,NA,NA,NA
"116",348,"Endrin","72208","C12H8Cl6O","ATSDR","Chronic Oral MRL (mg/kg/day)",3e-04,0.83,NA,"http://www.atsdr.cdc.gov/toxprofiles/tp89.pdf","1996","Kettering Laboratory. 1969. Effects exerted upon beagle dogs during a period of two years by the introduction of 1,2,3,4,10, 10-hexachloro- 6,7,- epoxy-1,4,4a,5,6,7,8,8a-octahydro -1,4-endo, endo-5,8dimethanonaphthalene into their daily diets. Cincinnati, OH. Report to Velsicol Chemical Corporation.","NOAEL",0.025,"mg/kg-day","NA","convulsions","NA","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Dog","Beagle","M/F","Oral diet",NA,NA,"2","Years","CNS","F","MOA Data",3598,"clinical signs","F","Dichotomous","convulsions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",348,"Endrin","72208","C12H8Cl6O","IRIS","RfD (mg/kg/day)",3e-04,0.83,1991-04-01,"http://www.epa.gov/iris/subst/0363.htm","4/1/1991","Velsicol Chemical Corporation. 1969. MRID. No. 00030198. Available from EPA. Write FOI, EPA, Washington, DC. 20460.","NOAEL",0.025,"mg/kg/day","NA","Mild histological lesions in liver, occasional convulsions","No","None","None","No",100,10,10,NA,NA,NA,NA,TRUE,NA,NA,"Dog",NA,"M/F","Oral diet",NA,NA,"2","Years","CNS","Both","None",693,"clinical signs","Both","Dichotomous","occasional convulsions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
